Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
"Righteous Victims: A History of the Zionist-Arab Conflict, 1881-1998",Benny Morris,"",9780679744757,paperback,"","","","","","","","","","","","","","","","","",Yes
The Art of Doing Nothing: Simple Ways to Make Time for Yourself,Veronique Vienne,"",9780609600740,hardcover,"","","","","","","","","","","","","","","","","",Yes
Robinson Crusoe,"Daniel Defoe, Dan Larsen","",0553211056,,"","","","","","","","","","","","","","","","","",Yes
Poetry 100 Years,Clive James,"Christian Wiman, Patricia Smith, Sven Birkerts",,paperback,"","","","","","","","","","","","","","","","","",Yes
The Later Prophets,"Solomon Simon, Abraham Rothberg","Rachel Hacohen (Illustrator), Deborah J. Taub (Illustrator)",874410266,paperback,"","","","","","","","","","","","","","","","","",Yes
Emma,Jane Austen,"",9780141439587,paperback,"","","","","","","","","","","","","","","","","",Yes
"Peterson Field Guide to Medicinal Plants and Herbs of Eastern and Central North America, Third Edition","Steven Foster, James A. Duke","","",paperback,"","","","","","","","","","","","","","","","","",Yes
Musicophilia: Tales of Music and the Brain,Oliver Sacks,"",9781400033539,paperback,"","","","","","","","","","","","","","","","","",Yes
ABC Et Cetera: The Life & Times of the Roman Alphabet,Alexander Humez,Nicholas Humez,9781567921007,paperback,"","","","","","","","","","","","","","","","","",Yes
Saving Children from the Holocaust: The Kindertransport,Ann Byers,"",9780766033238,,"","","","","","","","","","","","","","","","","",Yes
The Emperor Wears No Clothes: Hemp and the Marijuana Conspiracy,"Herer, Jack Herer","",9781878125026,paperback,"","","","","","","","","","","","","","","","","",Yes
Poe's Tales of Mystery and Terror,Edgar Allan Poe,"","",paperback,"","","","","","","","","","","","","","","","","",Yes
Magnolias: Authentic Southern Cuisine,Donald Barickman,"",9780941711876,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Weight of Ink,Rachel Kadish,"",9781328915788,paperback,"","","","","","","","","","","","","","","","","",Yes
"Songs of Innocence ; And, Songs of Experience",William Blake,"",0486270513,paperback,"","","","","","","","","","","","","","","","","",Yes
Julia and Jacques Cooking at Home,"Julia Child, Jacques Pepin","",9780375404313,hardcover,"","","","","","","","","","","","","","","","","",Yes
New Larousse Encyclopedia of Mythology,"Richard Aldington, Robert Graves, Félix Guirand, Delano Ames","",,,"","","","","","","","","","","","","","","","","",Yes
The Golden Compass,Philip Pullman,"",9780679879244,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Heart of the Antarctic: The Farthest South Expedition 1907-1909,Ernest Shackleton,"",9780451200464,paperback,"","","","","","","","","","","","","","","","","",Yes
Wicca: A Guide for the Solitary Practitioner,Scott Cunningham,"",9780875421186,paperback,"","","","","","","","","","","","","","","","","",Yes
It's Greek to Me,Michael Macrone,Tom Lulevitch,9780062720443,paperback,"","","","","","","","","","","","","","","","","",Yes
The Persian Pickle Club: 20th Anniversary Edition,Sandra Dallas,"",9781250054333,paperback,"","","","","","","","","","","","","","","","","",Yes
The Social Contract and Discourses,"P.D. Jimack, G.D.H. Cole, Jean-Jacques Rousseau","",,,"","","","","","","","","","","","","","","","","",Yes
Tongue of the Prophets,Robert William St. John,"",9780879801663,paperback,"","","","","","","","","","","","","","","","","",Yes
Flowers for Algernon,Daniel Keyes,"",9780156030083,paperback,"","","","","","","","","","","","","","","","","",Yes
The Maidens,Alex Michaelides,"",9781250304452,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Every,Dave Eggers,"",9780593315347,paperback,"","","","","","","","","","","","","","","","","",Yes
32 Candles,Ernessa T. Carter,"",9780061957840,hardcover,"","","","","","","","","","","","","","","","","",Yes
Experience and Education,John Dewey,"",9780684838281,paperback,"","","","","","","","","","","","","","","","","",Yes
The Great Leveler: Violence and the History of Inequality from the Stone Age to the Twenty-First Century,Walter Scheidel,"",9780691183251,paperback,"","","","","","","","","","","","","","","","","",Yes
Commencement,J. Courtney Sullivan,"",9780307270740,hardcover,"","","","","","","","","","","","","","","","","",Yes
My Dog: The Paradox: A Lovable Discourse about Man's Best Friend,"Matthew Inman, Matthew Inman","",9781449437718,digital,"","","","","","","","","","","","","","","","","",Yes
The Giver of Stars,Jojo Moyes,"",9780399562488,hardcover,"","","","","","","","","","","","","","","","","",Yes
Reading Lolita in Tehran: A Memoir in Books,Azar Nafisi,"",9780812971064,paperback,"","","","","","","","","","","","","","","","","",Yes
Midwinter Blood,Mons Kallentoft,"",9781451642476,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Lost Tudor Princess: The Life of Lady Margaret Douglas,Alison Weir,"",9780345521392,hardcover,"","","","","","","","","","","","","","","","","",Yes
Word Smart II: 700 More Words to Help Build an Educated Vocabulary,John Katzman,"",9780679738633,paperback,"","","","","","","","","","","","","","","","","",Yes
Just Like Home,Sarah Gailey,"",9781250174727,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Lee Bros. Southern Cookbook: Stories and Recipes for Southerners and Would-Be Southerners,"Matt Lee, Ted Lee","",9780393057812,hardcover,"","","","","","","","","","","","","","","","","",Yes
Mark Twain Himself,Mark Twain,"",9780517012482,,"","","","","","","","","","","","","","","","","",Yes
The Picture of Dorian Gray,Oscar Wilde,"",9780141442464,hardcover,"","","","","","","","","","","","","","","","","",Yes
Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"",9780140187656,paperback,"","","","","","","","","","","","","","","","","",Yes
Before I Go to Sleep,S.J. Watson,"",9780062060563,paperback,"","","","","","","","","","","","","","","","","",Yes
Sleeping with the Enemy: Coco Chanel's Secret War,Hal Vaughan,"",9780307592637,paperback,"","","","","","","","","","","","","","","","","",Yes
San Francisco's Sunset District,Lorri Ungaretti,"",9780738528625,paperback,"","","","","","","","","","","","","","","","","",Yes
From the Ends of the Earth: The Jews in the 20th Century,Martin Gilbert,"",9780304354726,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Art of War,"Sun Tzu, B.H. Liddell Hart",Samuel Blair Griffith II (Translator),9781627950633,hardcover,"","","","","","","","","","","","","","","","","",Yes
A Peterson Field Guide to Venomous Animals and Poisonous Plants: North America North of Mexico,"Steven Foster, Roger Caras","",9780395936085,paperback,"","","","","","","","","","","","","","","","","",Yes
The Power of Light: Eight Stories for Hanukkah,Isaac Bashevis Singer,"",0380601036,paperback,"","","","","","","","","","","","","","","","","",Yes
The Italian Party,Christina Lynch,"",9781250147837,hardcover,"","","","","","","","","","","","","","","","","",Yes
Book of Blues,Jack Kerouac,"",9780140587005,paperback,"","","","","","","","","","","","","","","","","",Yes
The Outlandish Companion,Diana Gabaldon,"",9780385324137,hardcover,"","","","","","","","","","","","","","","","","",Yes
Katherine,Anya Seton,"",9780395081730,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Golden Compass,Philip Pullman,"",9780440238133,paperback,"","","","","","","","","","","","","","","","","",Yes
Feminist Cross-Stitch: 40 Bold & Fierce Patterns,Stephanie Rohr,"",9781454710806,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Oxford Illustrated History of Britain,Kenneth O. Morgan,"Ralph A. Griffiths, John Blair, John Guy, Peter Salway, John Gillingham, Christopher Harvie, H.C.G. Matthew, Paul Langford, John Morrill",9780192851741,paperback,"","","","","","","","","","","","","","","","","",Yes
The Bible Says So: What We Get Right (and Wrong) About Scripture's Most Controversial Issues,Dan McClellan,"",9781250347466,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Land of Painted Caves,Jean M. Auel,"",9780517580516,hardcover,"","","","","","","","","","","","","","","","","",Yes
Aesop's Illustrated Fables,Aesop,"",9781435144835,hardcover,"","","","","","","","","","","","","","","","","",Yes
Britain's Royal Families: The Complete Genealogy,Alison Weir,"",9780099539735,paperback,"","","","","","","","","","","","","","","","","",Yes
Lyrical Ballads 1798,"And Coleridge Wordsworth and Coleridge, William Wordsworth, Wordsworth and Coleridge","",9781604241778,paperback,"","","","","","","","","","","","","","","","","",Yes
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,"",9780380010325,paperback,"","","","","","","","","","","","","","","","","",Yes
Murder on the Downs,Julie Wassmer,"",9781472130099,paperback,"","","","","","","","","","","","","","","","","",Yes
The Turn of the Screw,Henry James,Robert Kimbrough (Contributor),9780393096699,paperback,"","","","","","","","","","","","","","","","","",Yes
The Boys Omnibus Vol. 4,Garth Ennis,"","",digital,"","","","","","","","","","","","","","","","","",Yes
The Cold Millions,Jess Walter,"",9780062868091,paperback,"","","","","","","","","","","","","","","","","",Yes
The Bohemians,Jasmin Darznik,"",9780593129425,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Monstress, Vol. 1: Awakening",Marjorie M. Liu,Sana Takeda (Illustrator),"",paperback,"","","","","","","","","","","","","","","","","",Yes
The Complete Idiot's Guide to Wicca and Witchcraft,"Denise Zimmermann, Katherine A. Gleason","",9781592571116,paperback,"","","","","","","","","","","","","","","","","",Yes
"House of Bush, House of Saud: The Secret Relationship Between the World's Two Most Powerful Dynasties",Craig Unger,"",9780743253390,paperback,"","","","","","","","","","","","","","","","","",Yes
Franny and Zooey,J.D. Salinger,"",9780553203487,paperback,"","","","","","","","","","","","","","","","","",Yes
Murphy\'s Laws Of Songwriting,Ralph J Murphy,"",9780615416595,paperback,"","","","","","","","","","","","","","","","","",Yes
The Jewish Book of Why,Alfred J. Kolatch,"",,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Dangerous Book for Boys,Conn Iggulden,Hal Iggulden,9780061243585,hardcover,"","","","","","","","","","","","","","","","","",Yes
Huckleberry Finn: Tom Sawyer's Comrade,Mark Twain,Paul Frame (Illustrator),"",hardcover,"","","","","","","","","","","","","","","","","",Yes
An Echo in the Bone,Diana Gabaldon,"",9780385342452,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Mastering the Art of French Cooking, Volume 1: A Cookbook","Julia Child, Simone Beck, Louisette Bertholle","",9780394721781,paperback,"","","","","","","","","","","","","","","","","",Yes
Mr. Penumbra's 24-Hour Bookstore,Robin Sloan,"",9781250037756,paperback,"","","","","","","","","","","","","","","","","",Yes
Everything is F*cked: A Book About Hope,Mark Manson,"",9780062955937,hardcover,"","","","","","","","","","","","","","","","","",Yes
It Can't Happen Here,Sinclair Lewis,"",9780451216588,paperback,"","","","","","","","","","","","","","","","","",Yes
Food and Wine Annual Cookbook 2010: An Entire Year of Recipes,Food &amp; Wine Magazine,"",,,"","","","","","","","","","","","","","","","","",Yes
I Used to Know That: Stuff You Forgot from School,Caroline Taggart,"",9781843173090,hardcover,"","","","","","","","","","","","","","","","","",Yes
Chess The Easy Way,Reuben Fine,"",,,"","","","","","","","","","","","","","","","","",Yes
A Wandering Feast: A Journey Through the Jewish Culture of Eastern Europe,Yale Strom,"",9780787971885,paperback,"","","","","","","","","","","","","","","","","",Yes
Star Wars: The Complete Visual Dictionary: The Ultimate Guide to Characters and Creatures from the Entire Star Wars Saga,Ryder Windham,"",9780756622381,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Black Death: A Personal History,John Hatcher,"",9780306817922,paperback,"","","","","","","","","","","","","","","","","",Yes
Murder Between the Lines,Radha Vatsal,"",9781432864439,hardcover,"","","","","","","","","","","","","","","","","",Yes
Hyperbole and a Half,Allie Brosh,"",9781451666182,digital,"","","","","","","","","","","","","","","","","",Yes
Germinal,Émile Zola,Leonard Tancock,9780140440454,paperback,"","","","","","","","","","","","","","","","","",Yes
"History of the United States of America, The Pelican",Hugh Brogan,"",9780140225273,paperback,"","","","","","","","","","","","","","","","","",Yes
The Everyday Bible: New Century Version: Clearly Translated for Life,Anonymous,"",9780834401679,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Wind in the Willows,Kenneth Grahame,Val Biro (Illustrator),"",,"","","","","","","","","","","","","","","","","",Yes
These Truths: A History of the United States,Jill Lepore,"",9780393635249,hardcover,"","","","","","","","","","","","","","","","","",Yes
One Hundred Years of Solitude,Gabriel García Márquez,"",0679444653,,"","","","","","","","","","","","","","","","","",Yes
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",Alice Waters,"",9780307336798,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Black Panther, Vol. 1: A Nation Under Our Feet, Book 1",Ta-Nehisi Coates,"Jack Kirby (Illustrator), Laura Martin (Illustrator), Jack Kirby (Illustrator), Manny Mederos (Illustrator), Joe Sabino (Illustrator), Brian Stelfreeze (Illustrator), Brian Stelfreeze (Illustrator), Rian Hughes (Illustrator), Joe Sabino (Illustrator)",9781302900533,paperback,"","","","","","","","","","","","","","","","","",Yes
Behind Closed Doors: Secrets of Great Management,"Johanna Rothman, Esther Derby","",,,"","","","","","","","","","","","","","","","","",Yes
Parable of the Talents,Octavia E. Butler,"",9781609807207,hardcover,"","","","","","","","","","","","","","","","","",Yes
"Simon's Cat: Beyond the Fence, Book 2",Simon Tofield,"",0143173405,,"","","","","","","","","","","","","","","","","",Yes
The Complete Poetical Works of John Milton,John Milton,"",9781514389034,paperback,"","","","","","","","","","","","","","","","","",Yes
The Science of Spice: The Anatomy of Spices and the Alchemy of Cooking Them,Stuart Farrimond,"",9780241302149,hardcover,"","","","","","","","","","","","","","","","","",Yes
The Gift of the Magi,O. Henry,Lisbeth Zwerger,9780241597019,hardcover,"","","","","","","","","","","","","","","","","",Yes
